NUMERACION,CONSOLA,TITULO DEL JUEGO,JAPON,AMERICA DEL NORTE,PAL
1707,GB COLOR,QUEST: BRIAN'S JOURNEY NA,RELEASED,RELEASED,UNRELEASED
1708,GB COLOR,QUEST: FANTASY CHALLENGE NA,UNRELEASED,RELEASED,RELEASED
1709,GB COLOR,QUEST FOR CAMELOT,UNRELEASED,RELEASED,RELEASED
1710,GB COLOR,QUI QUI,RELEASED,UNRELEASED,UNRELEASED
1711,GB COLOR,R-TYPE DX,RELEASED,RELEASED,RELEASED
1712,GB COLOR,RAINBOW SIX,UNRELEASED,RELEASED,RELEASED
1713,GB COLOR,RAINBOW ISLANDS,UNRELEASED,UNRELEASED,RELEASED
1714,GB COLOR,RAMPAGE: WORLD TOUR,UNRELEASED,RELEASED,RELEASED
1715,GB COLOR,RAMPAGE 2: UNIVERSAL TOUR,UNRELEASED,RELEASED,RELEASED
1716,GB COLOR,RAMPART,UNRELEASED,RELEASED,UNRELEASED
1717,GB COLOR,RATS! NA,UNRELEASED,RELEASED,RELEASED
1718,GB COLOR,RAYMAN,RELEASED,RELEASED,RELEASED
1719,GB COLOR,RAYMAN 2: THE GREAT ESCAPE,UNRELEASED,RELEASED,RELEASED
1720,GB COLOR,RAZOR FREESTYLE SCOOTER,UNRELEASED,RELEASED,RELEASED
1721,GB COLOR,READY 2 RUMBLE BOXING,UNRELEASED,RELEASED,RELEASED
1722,GB COLOR,REAL PRO YAKYUU!: CENTRAL LEAGUE HEN,RELEASED,UNRELEASED,UNRELEASED
1723,GB COLOR,REAL PRO YAKYUU!: PACIFIC LEAGUE HEN,RELEASED,UNRELEASED,UNRELEASED
1724,GB COLOR,RESIDENT EVIL GAIDEN,RELEASED,RELEASED,RELEASED
1725,GB COLOR,RETURN OF THE NINJA,UNRELEASED,RELEASED,RELEASED
1726,GB COLOR,REVELATIONS: THE DEMON SLAYER,RELEASED,RELEASED,UNRELEASED
1727,GB COLOR,RHINO RUMBLE,UNRELEASED,RELEASED,RELEASED
1728,GB COLOR,RIP-TIDE RACER,UNRELEASED,UNRELEASED,RELEASED
1729,GB COLOR,ROAD CHAMPS: BXS STUNT BIKING,UNRELEASED,RELEASED,RELEASED
1730,GB COLOR,ROAD RASH,UNRELEASED,RELEASED,RELEASED
1731,GB COLOR,ROADSTERS TROPHY,UNRELEASED,RELEASED,UNRELEASED
1732,GB COLOR,ROBIN HOOD,UNRELEASED,UNRELEASED,RELEASED
1733,GB COLOR,ROBOCOP,UNRELEASED,UNRELEASED,RELEASED
1734,GB COLOR,ROBOT PONKOTTSU: COMIC BOM BOM SPECIAL VERSION,RELEASED,UNRELEASED,UNRELEASED
1735,GB COLOR,ROBOT PONKOTTSU: MOON VERSION,RELEASED,UNRELEASED,UNRELEASED
1736,GB COLOR,ROBOT PONKOTTSU: STAR VERSION,RELEASED,UNRELEASED,UNRELEASED
1737,GB COLOR,ROBOPON: SUN VERSION,RELEASED,RELEASED,UNRELEASED
1738,GB COLOR,ROBOT WARS: METAL MAYHEM,UNRELEASED,UNRELEASED,RELEASED
1739,GB COLOR,ROCKET POWER: GETTIN' AIR,UNRELEASED,RELEASED,RELEASED
1740,GB COLOR,ROCKY MOUNTAIN TROPHY HUNTER,UNRELEASED,RELEASED,UNRELEASED
1741,GB COLOR,ROKUMON TENGAI MON-COLLE-KNIGHT GB,RELEASED,UNRELEASED,UNRELEASED
1742,GB COLOR,ROLAND GARROS FRENCH OPEN,UNRELEASED,UNRELEASED,RELEASED
1743,GB COLOR,RONALDO V-SOCCER,UNRELEASED,RELEASED,RELEASED
1744,GB COLOR,"ROSWELL CONSPIRACIES: ALIENS, MYTHS & LEGENDS",UNRELEASED,RELEASED,RELEASED
1745,GB COLOR,ROX,RELEASED,RELEASED,RELEASED
1746,GB COLOR,RPG TSUKURU GB,RELEASED,UNRELEASED,UNRELEASED
1747,GB COLOR,RUGRATS: TIME TRAVELERS,UNRELEASED,RELEASED,RELEASED
1748,GB COLOR,RUGRATS: TOTALLY ANGELICA,UNRELEASED,RELEASED,RELEASED
1749,GB COLOR,RUGRATS IN PARIS: THE MOVIE,UNRELEASED,RELEASED,RELEASED
1750,GB COLOR,THE RUGRATS MOVIE,UNRELEASED,RELEASED,RELEASED
1751,GB COLOR,SABRINA THE ANIMATED SERIES: SPOOKED!,UNRELEASED,RELEASED,RELEASED
1752,GB COLOR,SABRINA THE ANIMATED SERIES: ZAPPED!,UNRELEASED,RELEASED,RELEASED
1753,GB COLOR,SAKATA GOROU KUDAN NO RENJU KYOUSHITSU,RELEASED,UNRELEASED,UNRELEASED
1754,GB COLOR,SAKURA TAISEN GB: GEKI HANA KUMI NYUUTAI!,RELEASED,UNRELEASED,UNRELEASED
1755,GB COLOR,SAKURA TAISEN GB2: THUNDER VOLT SAKUSEN,RELEASED,UNRELEASED,UNRELEASED
1756,GB COLOR,SAMURAI KID,RELEASED,UNRELEASED,UNRELEASED
1757,GB COLOR,SAN FRANCISCO RUSH 2049,UNRELEASED,RELEASED,RELEASED
1758,GB COLOR,SAN GOKU SHI: GAME BOY BAN 2,RELEASED,UNRELEASED,UNRELEASED
1759,GB COLOR,SANRIO TIMENET: KAKO HEN,RELEASED,UNRELEASED,UNRELEASED
1760,GB COLOR,SANRIO TIMENET: MIRAI HEN,RELEASED,UNRELEASED,UNRELEASED
1761,GB COLOR,SANTA CLAUS JUNIOR,UNRELEASED,UNRELEASED,RELEASED
1762,GB COLOR,SCRABBLE,UNRELEASED,UNRELEASED,RELEASED
1763,GB COLOR,SCOOBY-DOO! CLASSIC CREEP CAPERS,UNRELEASED,RELEASED,RELEASED
1764,GB COLOR,SD HIRYUU NO KEN EX,RELEASED,UNRELEASED,UNRELEASED
1765,GB COLOR,SEIPOI DENSETSU,RELEASED,UNRELEASED,UNRELEASED
1766,GB COLOR,SEME COM DUNGEON: DRURURUAGA,RELEASED,UNRELEASED,UNRELEASED
1767,GB COLOR,SENKAI IBONROKU JUNTEI TAISEN: TV ANIMATION SENKAIDEN HOUSHIN ENGI YORI,RELEASED,UNRELEASED,UNRELEASED
1768,GB COLOR,SESAME STREET: ELMO'S 123S,UNRELEASED,RELEASED,RELEASED
1769,GB COLOR,SESAME STREET: ELMO'S ABCS,UNRELEASED,RELEASED,RELEASED
1770,GB COLOR,SESAME STREET: THE ADVENTURES OF ELMO IN GROUCHLAND,UNRELEASED,RELEASED,RELEASED
1771,GB COLOR,SESAME STREET SPORTS,UNRELEASED,RELEASED,RELEASED
1772,GB COLOR,SGT. ROCK: ON THE FRONTLINE,RELEASED,RELEASED,UNRELEASED
1773,GB COLOR,SHADOWGATE CLASSIC,RELEASED,RELEASED,RELEASED
1774,GB COLOR,SHAMAN KING CHOU SENJIRYAKKETSU: FUNBARI HEN,RELEASED,UNRELEASED,UNRELEASED
1775,GB COLOR,SHAMAN KING CHOU SENJIRYAKKETSU: MERAMERA HEN,RELEASED,UNRELEASED,UNRELEASED
1776,GB COLOR,SHAMUS,UNRELEASED,RELEASED,RELEASED
1777,GB COLOR,SHANGHAI POCKET,UNRELEASED,RELEASED,RELEASED
1778,GB COLOR,SHANTAE,UNRELEASED,RELEASED,UNRELEASED
1779,GB COLOR,SHAUN PALMER'S PRO SNOWBOARDER,UNRELEASED,RELEASED,UNRELEASED
1780,GB COLOR,SHIN MEGAMI TENSEI DEVIL CHILDREN: AKA NO SHOU,RELEASED,UNRELEASED,UNRELEASED
1781,GB COLOR,SHIN MEGAMI TENSEI DEVIL CHILDREN: KURO NO SHOU,RELEASED,UNRELEASED,UNRELEASED
1782,GB COLOR,SHIN MEGAMI TENSEI DEVIL CHILDREN: SHIRO NO SHOU,RELEASED,UNRELEASED,UNRELEASED
1783,GB COLOR,SHIN MEGAMI TENSEI TRADING CARD: CARD SUMMONER,RELEASED,UNRELEASED,UNRELEASED
1784,GB COLOR,SHIN SEIKI EVANGELION: MAHJONG HOKAN KEIKAKU,RELEASED,UNRELEASED,UNRELEASED
1785,GB COLOR,SHOGI 2,RELEASED,UNRELEASED,UNRELEASED
1786,GB COLOR,SHOGI 3,RELEASED,UNRELEASED,UNRELEASED
1787,GB COLOR,SHOUBUSHI DENSETSU TETSUYA: SHINJUKU TENUN-HEN,RELEASED,UNRELEASED,UNRELEASED
1788,GB COLOR,SHREK: FAIRY TALE FREAKDOWN,UNRELEASED,RELEASED,RELEASED
1789,GB COLOR,THE SHUTOKOU RACING,RELEASED,UNRELEASED,UNRELEASED
1790,GB COLOR,THE SIMPSONS: NIGHT OF THE LIVING TREEHOUSE OF HORROR,UNRELEASED,RELEASED,RELEASED
1791,GB COLOR,THE SMURFS' NIGHTMARE NA,UNRELEASED,RELEASED,RELEASED
1792,GB COLOR,SNOOPY TENNIS,RELEASED,RELEASED,RELEASED
1793,GB COLOR,SNOWBOARD CHAMPION,RELEASED,UNRELEASED,UNRELEASED
1794,GB COLOR,SNOW WHITE AND THE SEVEN DWARFS,UNRELEASED,RELEASED,RELEASED
1795,GB COLOR,SOCCER MANAGER,UNRELEASED,UNRELEASED,RELEASED
1796,GB COLOR,SOUKOBAN DENSETSU: HIKARI TO YAMI NO KUNI,RELEASED,UNRELEASED,UNRELEASED
1797,GB COLOR,SOREIKE! ANPANMAN: 5TSU NO TOU NO OUSAMA,RELEASED,UNRELEASED,UNRELEASED
1798,GB COLOR,SOREIKE! ANPANMAN: FUSHIGI NA NIKONIKO ALBUM,RELEASED,UNRELEASED,UNRELEASED
1799,GB COLOR,SOUL GETTER: HOUKAGO BOUKEN RPG,RELEASED,UNRELEASED,UNRELEASED
1800,GB COLOR,SPACE INVADERS,RELEASED,RELEASED,RELEASED
1801,GB COLOR,SPACE MARAUDER,RELEASED,RELEASED,UNRELEASED
1802,GB COLOR,SPACE-NET: COSMO BLUE,RELEASED,UNRELEASED,UNRELEASED
1803,GB COLOR,SPACE-NET: COSMO RED,RELEASED,UNRELEASED,UNRELEASED
1804,GB COLOR,SPACE STATION SILICON VALLEY,UNRELEASED,UNRELEASED,RELEASED
1805,GB COLOR,SPAWN,UNRELEASED,RELEASED,UNRELEASED
1806,GB COLOR,SPEEDY GONZALES: AZTEC ADVENTURE,UNRELEASED,RELEASED,RELEASED
1807,GB COLOR,SPIDER-MAN,RELEASED,RELEASED,RELEASED
1808,GB COLOR,SPIDER-MAN 2: THE SINISTER SIX,UNRELEASED,RELEASED,RELEASED
1809,GB COLOR,SPIROU: THE ROBOT INVASION,UNRELEASED,UNRELEASED,RELEASED
1810,GB COLOR,SPONGEBOB SQUAREPANTS: LEGEND OF THE LOST SPATULA,UNRELEASED,RELEASED,RELEASED
1811,GB COLOR,SPY VS. SPY,RELEASED,RELEASED,RELEASED
1812,GB COLOR,STAR OCEAN: BLUE SPHERE,RELEASED,UNRELEASED,UNRELEASED
1813,GB COLOR,STAR WARS: YODA STORIES,UNRELEASED,RELEASED,RELEASED
1814,GB COLOR,STAR WARS EPISODE I: OBI-WAN'S ADVENTURES,UNRELEASED,RELEASED,RELEASED
1815,GB COLOR,STAR WARS EPISODE I: RACER,UNRELEASED,RELEASED,RELEASED
1816,GB COLOR,STREET FIGHTER ALPHA: WARRIORS' DREAMS,RELEASED,RELEASED,RELEASED
1817,GB COLOR,STUART LITTLE: THE JOURNEY HOME,UNRELEASED,RELEASED,RELEASED
1818,GB COLOR,SUPER BLACK BASS: REAL FIGHT,RELEASED,UNRELEASED,UNRELEASED
1819,GB COLOR,SUPER BOMBLISS DX,RELEASED,UNRELEASED,UNRELEASED
1820,GB COLOR,SUPER BREAKOUT,UNRELEASED,RELEASED,RELEASED
1821,GB COLOR,SUPER CHINESE FIGHTER EX,RELEASED,UNRELEASED,UNRELEASED
1822,GB COLOR,SUPER DOLL LICCA-CHAN: KISEKAE DAISAKUSEN,RELEASED,UNRELEASED,UNRELEASED
1823,GB COLOR,SUPER ME-MAIL GB: ME-MAIL BEAR NO HAPPY MAIL TOWN,RELEASED,UNRELEASED,UNRELEASED
1824,GB COLOR,SUPER MARIO BROS. DELUXE,RELEASED,RELEASED,RELEASED
1825,GB COLOR,SUPER REAL FISHING,RELEASED,UNRELEASED,UNRELEASED
1826,GB COLOR,SUPER ROBOT PINBALL,RELEASED,UNRELEASED,UNRELEASED
1827,GB COLOR,SUPER ROBOT WARS: LINK BATTLER,RELEASED,UNRELEASED,UNRELEASED
1828,GB COLOR,SUPERCROSS FREESTYLE,UNRELEASED,UNRELEASED,RELEASED
1829,GB COLOR,SURVIVAL KIDS,RELEASED,RELEASED,RELEASED
1830,GB COLOR,SURVIVAL KIDS 2: DASSHUTSU!! FUTAGO-JIMA,RELEASED,UNRELEASED,UNRELEASED
1831,GB COLOR,SUZUKI ALSTARE EXTREME RACING,UNRELEASED,UNRELEASED,RELEASED
1832,GB COLOR,SWEET ANGE,RELEASED,UNRELEASED,UNRELEASED
1833,GB COLOR,SWING,UNRELEASED,UNRELEASED,RELEASED
1834,GB COLOR,SWIV,UNRELEASED,UNRELEASED,RELEASED
1835,GB COLOR,SYLVANIAN FAMILIES: OTOGI NO KUNI NO PENDANT,RELEASED,UNRELEASED,UNRELEASED
1836,GB COLOR,SYLVANIAN FAMILIES 2: IROZUKU MORI NO FANTASY,RELEASED,UNRELEASED,UNRELEASED
1837,GB COLOR,SYLVANIAN FAMILIES 3: HOSHI FURU YORU NO SUNADOKEI,RELEASED,UNRELEASED,UNRELEASED
1838,GB COLOR,SYLVANIAN MELODY: MORI NO NAKAMA TO ODORI MASHI!,RELEASED,UNRELEASED,UNRELEASED
1839,GB COLOR,TABALUGA,UNRELEASED,UNRELEASED,RELEASED
1840,GB COLOR,TAISEN TSUME SHOUGI,RELEASED,UNRELEASED,UNRELEASED
1841,GB COLOR,TALES OF PHANTASIA: NARIKIRI DUNGEON,RELEASED,UNRELEASED,UNRELEASED
1842,GB COLOR,TANIMURA HITOSHI RYUU PACHINKO KOURYAKU DAISAKUSEN: DON QUIJOTE GA IKU,RELEASED,UNRELEASED,UNRELEASED
1843,GB COLOR,TARZAN,RELEASED,RELEASED,RELEASED
1844,GB COLOR,TASMANIAN DEVIL: MUNCHING MADNESS,UNRELEASED,RELEASED,RELEASED
1845,GB COLOR,TAXI 2,UNRELEASED,UNRELEASED,RELEASED
1846,GB COLOR,TAXI 3,UNRELEASED,UNRELEASED,RELEASED
1847,GB COLOR,TECH DECK SKATEBOARDING,UNRELEASED,RELEASED,RELEASED
1848,GB COLOR,TEST DRIVE 6,UNRELEASED,RELEASED,RELEASED
1849,GB COLOR,TEST DRIVE 2001,UNRELEASED,RELEASED,UNRELEASED
1850,GB COLOR,TEST DRIVE CYCLES,UNRELEASED,RELEASED,UNRELEASED
1851,GB COLOR,TEST DRIVE LE MANS,UNRELEASED,RELEASED,RELEASED
1852,GB COLOR,TEST DRIVE OFF-ROAD 3,UNRELEASED,RELEASED,RELEASED
1853,GB COLOR,TETRIS DX,RELEASED,RELEASED,RELEASED
1854,GB COLOR,THOMAS THE TANK ENGINE & FRIENDS: THE FRIENDS OF SODOR,RELEASED,UNRELEASED,UNRELEASED
1855,GB COLOR,THREE LIONS EU,UNRELEASED,UNRELEASED,RELEASED
1856,GB COLOR,THUNDERBIRDS,UNRELEASED,UNRELEASED,RELEASED
1857,GB COLOR,TIGER WOODS PGA TOUR 2000,UNRELEASED,RELEASED,RELEASED
1858,GB COLOR,TINTIN: LE TEMPLE DU SOLEIL,UNRELEASED,UNRELEASED,RELEASED
1859,GB COLOR,TINTIN IN TIBET,UNRELEASED,UNRELEASED,RELEASED
1860,GB COLOR,TINY TOON ADVENTURES: BUSTER SAVES THE DAY,UNRELEASED,RELEASED,RELEASED
1861,GB COLOR,TINY TOON ADVENTURES: DIZZY'S CANDY QUEST,UNRELEASED,UNRELEASED,RELEASED
1862,GB COLOR,TITUS THE FOX,UNRELEASED,RELEASED,RELEASED
1863,GB COLOR,TNN OUTDOORS FISHING CHAMP,RELEASED,RELEASED,UNRELEASED
1864,GB COLOR,TOCA TOURING CAR CHAMPIONSHIP,UNRELEASED,RELEASED,RELEASED
1865,GB COLOR,TOKI TORI,UNRELEASED,RELEASED,RELEASED
1866,GB COLOR,TOKIMEKI MEMORIAL POCKET: CULTURE HEN: KOMOREBI NO MELODY,RELEASED,UNRELEASED,UNRELEASED
1867,GB COLOR,TOKIMEKI MEMORIAL POCKET: SPORT HEN: KOUTEI NO PHOTOGRAPH,RELEASED,UNRELEASED,UNRELEASED
1868,GB COLOR,TOKORO-SAN NO SETAGAYA COUNTRY CLUB,RELEASED,UNRELEASED,UNRELEASED
1869,GB COLOR,TOM AND JERRY,UNRELEASED,RELEASED,RELEASED
1870,GB COLOR,TOM AND JERRY: MOUSE HUNT,UNRELEASED,RELEASED,RELEASED
1871,GB COLOR,TOM AND JERRY IN MOUSE ATTACKS!,UNRELEASED,RELEASED,RELEASED
1872,GB COLOR,TOMB RAIDER,UNRELEASED,RELEASED,RELEASED
1873,GB COLOR,TOMB RAIDER: CURSE OF THE SWORD,UNRELEASED,RELEASED,RELEASED
1874,GB COLOR,TONIC TROUBLE,UNRELEASED,UNRELEASED,RELEASED
1875,GB COLOR,TONKA CONSTRUCTION SITE,UNRELEASED,RELEASED,UNRELEASED
1876,GB COLOR,TONKA RACEWAY,UNRELEASED,RELEASED,RELEASED
1877,GB COLOR,TONY HAWK'S PRO SKATER NA,UNRELEASED,RELEASED,RELEASED
1878,GB COLOR,TONY HAWK'S PRO SKATER 2,UNRELEASED,RELEASED,RELEASED
1879,GB COLOR,TONY HAWK'S PRO SKATER 3,UNRELEASED,RELEASED,RELEASED
1880,GB COLOR,TOOBIN',UNRELEASED,RELEASED,UNRELEASED
1881,GB COLOR,TOONSYLVANIA,UNRELEASED,RELEASED,RELEASED
1882,GB COLOR,TOOTUFF,UNRELEASED,UNRELEASED,RELEASED
1883,GB COLOR,TOP GEAR POCKET,RELEASED,RELEASED,RELEASED
1884,GB COLOR,TOP GEAR POCKET 2,RELEASED,RELEASED,RELEASED
1885,GB COLOR,TOP GUN: FIRESTORM,UNRELEASED,RELEASED,RELEASED
1886,GB COLOR,TOREEDO & BATORU KAADO HIIROO,RELEASED,UNRELEASED,UNRELEASED
1887,GB COLOR,TOTSUGEKI! PAPPARA TAI,RELEASED,UNRELEASED,UNRELEASED
1888,GB COLOR,TOWERS: LORD BANIFF'S DECEIT,UNRELEASED,RELEASED,RELEASED
1889,GB COLOR,TOY STORY 2,UNRELEASED,RELEASED,RELEASED
1890,GB COLOR,TOY STORY RACER,UNRELEASED,RELEASED,RELEASED
1891,GB COLOR,TRICK BOARDER,RELEASED,RELEASED,RELEASED
1892,GB COLOR,TRIPLE PLAY 2001,UNRELEASED,RELEASED,RELEASED
1893,GB COLOR,TROUBALLS,UNRELEASED,RELEASED,UNRELEASED
1894,GB COLOR,TSURIIKO!!,RELEASED,UNRELEASED,UNRELEASED
1895,GB COLOR,TSURI SENSEI 2,RELEASED,UNRELEASED,UNRELEASED
1896,GB COLOR,TUROK: RAGE WARS,UNRELEASED,RELEASED,RELEASED
1897,GB COLOR,TUROK 2: SEEDS OF EVIL,RELEASED,RELEASED,RELEASED
1898,GB COLOR,TUROK 3: SHADOW OF OBLIVION,UNRELEASED,RELEASED,RELEASED
1899,GB COLOR,TWEENIES: DOODLES' BONES,UNRELEASED,UNRELEASED,RELEASED
1900,GB COLOR,TWEETY'S HIGH-FLYING ADVENTURE,RELEASED,RELEASED,RELEASED
1901,GB COLOR,TYCO R/C RACIN' RATZ,UNRELEASED,RELEASED,UNRELEASED
1902,GB COLOR,UCHUU NIN TANAKA TAROU DE RPG TSUKURU GB2,RELEASED,UNRELEASED,UNRELEASED
1903,GB COLOR,ULTIMATE FIGHTING CHAMPIONSHIP,UNRELEASED,RELEASED,RELEASED
1904,GB COLOR,ULTIMATE PAINTBALL,UNRELEASED,RELEASED,RELEASED
1905,GB COLOR,ULTIMATE SURFING,RELEASED,RELEASED,RELEASED
1906,GB COLOR,UNO,UNRELEASED,RELEASED,RELEASED
1907,GB COLOR,VEGAS GAMES,UNRELEASED,RELEASED,RELEASED
1908,GB COLOR,VIGILANTE 8,UNRELEASED,RELEASED,UNRELEASED
1909,GB COLOR,VIP,UNRELEASED,RELEASED,RELEASED
1910,GB COLOR,V-RALLY: EDITION '99,RELEASED,RELEASED,RELEASED
1911,GB COLOR,WACKY RACES,RELEASED,RELEASED,RELEASED
1912,GB COLOR,WALT DISNEY WORLD QUEST: MAGICAL RACING TOUR,UNRELEASED,RELEASED,RELEASED
1913,GB COLOR,WARAU INU NO BOUKEN GB: SILLY GO LUCKY!,RELEASED,UNRELEASED,UNRELEASED
1914,GB COLOR,WARIO LAND II,RELEASED,RELEASED,RELEASED
1915,GB COLOR,WARIO LAND 3,RELEASED,RELEASED,RELEASED
1916,GB COLOR,WARLOCKED,UNRELEASED,RELEASED,UNRELEASED
1917,GB COLOR,WARRIORS OF MIGHT AND MAGIC,UNRELEASED,RELEASED,RELEASED
1918,GB COLOR,WATASHI NO KITCHEN,RELEASED,UNRELEASED,UNRELEASED
1919,GB COLOR,WATASHI NO RESTAURANT,RELEASED,UNRELEASED,UNRELEASED
1920,GB COLOR,WCW MAYHEM,UNRELEASED,RELEASED,RELEASED
1921,GB COLOR,WENDY: EVERY WITCH WAY,RELEASED,RELEASED,RELEASED
1922,GB COLOR,WENDY: DER TRAUM VON ARIZONA,UNRELEASED,UNRELEASED,RELEASED
1923,GB COLOR,WETRIX GB,RELEASED,UNRELEASED,RELEASED
1924,GB COLOR,WHO WANTS TO BE A MILLIONAIRE: 2ND EDITION,UNRELEASED,RELEASED,UNRELEASED
1925,GB COLOR,THE WILD THORNBERRYS: RAMBLER,UNRELEASED,RELEASED,UNRELEASED
1926,GB COLOR,WINGS OF FURY,UNRELEASED,RELEASED,RELEASED
1927,GB COLOR,WINNIE THE POOH: ADVENTURES IN THE 100 ACRE WOOD,RELEASED,RELEASED,UNRELEASED
1928,GB COLOR,WIZARDRY: PROVING GROUNDS OF THE MAD OVERLORD,RELEASED,UNRELEASED,UNRELEASED
1929,GB COLOR,WIZARDRY II: LLYGAMYN NO ISAN,RELEASED,UNRELEASED,UNRELEASED
1930,GB COLOR,WIZARDRY III: DIAMOND NO KISHI,RELEASED,UNRELEASED,UNRELEASED
1931,GB COLOR,WIZARDRY EMPIRE,RELEASED,UNRELEASED,UNRELEASED
1932,GB COLOR,WIZARDRY EMPIRE: FUKKATSU NO TSUE,RELEASED,UNRELEASED,UNRELEASED
1933,GB COLOR,WOODY WOODPECKER: ESCAPE FROM BUZZ BUZZARD PARK,UNRELEASED,RELEASED,RELEASED
1934,GB COLOR,WOODY WOODPECKER RACING,RELEASED,RELEASED,RELEASED
1935,GB COLOR,WORLD DESTRUCTION LEAGUE: THUNDER TANKS,UNRELEASED,RELEASED,RELEASED
1936,GB COLOR,THE WORLD IS NOT ENOUGH,UNRELEASED,RELEASED,RELEASED
1937,GB COLOR,WORMS: ARMAGEDDON,UNRELEASED,RELEASED,RELEASED
1938,GB COLOR,WWF ATTITUDE,UNRELEASED,RELEASED,RELEASED
1939,GB COLOR,WWF BETRAYAL,UNRELEASED,RELEASED,RELEASED
1940,GB COLOR,WWF WRESTLEMANIA 2000,UNRELEASED,RELEASED,RELEASED
1941,GB COLOR,X-MEN: MUTANT ACADEMY,RELEASED,RELEASED,UNRELEASED
1942,GB COLOR,X-MEN: MUTANT WARS,UNRELEASED,RELEASED,RELEASED
1943,GB COLOR,X-MEN: WOLVERINE'S RAGE,UNRELEASED,RELEASED,RELEASED
1944,GB COLOR,XENA: WARRIOR PRINCESS,UNRELEASED,RELEASED,RELEASED
1945,GB COLOR,XTREME SPORTS,UNRELEASED,RELEASED,UNRELEASED
1946,GB COLOR,XTREME WHEELS,UNRELEASED,RELEASED,RELEASED
1947,GB COLOR,YAKOUCHUU GB,RELEASED,UNRELEASED,UNRELEASED
1948,GB COLOR,YARS' REVENGE,UNRELEASED,RELEASED,RELEASED
1949,GB COLOR,YOGI BEAR: GREAT BALLOON BLAST,UNRELEASED,RELEASED,UNRELEASED
1950,GB COLOR,YU-GI-OH! DUEL MONSTERS II - DARK DUEL STORIES,RELEASED,UNRELEASED,RELEASED
1951,GB COLOR,YU-GI-OH! DARK DUEL STORIES,RELEASED,RELEASED,RELEASED
1952,GB COLOR,YU-GI-OH! DUEL MONSTERS 4: BATTLE OF GREAT DUELISTS - JOUNOUCHI DECK,RELEASED,UNRELEASED,UNRELEASED
1953,GB COLOR,YU-GI-OH! DUEL MONSTERS 4: BATTLE OF GREAT DUELISTS - KAIBA DECK,RELEASED,UNRELEASED,UNRELEASED
1954,GB COLOR,YU-GI-OH! DUEL MONSTERS 4: BATTLE OF GREAT DUELISTS - YUGI DECK,RELEASED,UNRELEASED,UNRELEASED
1955,GB COLOR,YU-GI-OH! MONSTER CAPSULE GB,RELEASED,UNRELEASED,UNRELEASED
1956,GB COLOR,ZEBCO FISHING!,UNRELEASED,RELEASED,RELEASED
1957,GB COLOR,ZEN-NIPPON SHOUNEN SOCCER TAIKAI: MEZASE NIPPON ICHI!,RELEASED,UNRELEASED,UNRELEASED
1958,GB COLOR,ZIDANE: FOOTBALL GENERATION,UNRELEASED,UNRELEASED,RELEASED
1959,GB COLOR,ZOBOOMAFOO: PLAYTIME IN ZOBOOLAND,UNRELEASED,RELEASED,UNRELEASED
1960,GB COLOR,ZOIDS: JASHIN FUKKATSU! GENOBREAKER HEN,RELEASED,UNRELEASED,UNRELEASED
1961,GB COLOR,ZOIDS: SHIROGANE NO JUKISHIN LIGER ZERO,RELEASED,UNRELEASED,UNRELEASED
1962,GB COLOR,ZOK ZOK HEROES,RELEASED,UNRELEASED,UNRELEASED
